date,ID,Day,T_T_TIME,T_TOTAL_DISTANCE,T_HIGH_INTENSITY_DISTANCE,T_SPRINT_DISTANCE,T_PLAYER_LOAD,T_HEART_RATE_EXERTION,T_ACC_DEC_LOAD,T_PEAK_SPEED,T_HRE_PL_LOAD,T_VOLUME_STATUS,T_INTENSITY_STATUS,T_VOLUME_RATIO,T_INTENSITY_RATIO,T_MONOTONY_VOLUME,T_MONOTONY_INTENSITY,Game,Result,Game_and_Result,Scorers,G_HI_IP_m,G_HI_IP_m_pc,G_HI_IP_m_min,G_HI_OP_m,G_HI_OP_m_pc,G_HI_OP_m_min,G_HID_m,G_HID_m_min,G_IP_mins,G_MINS,G_OP_mins,G_SPR_m,G_SPR_m_min,G_TD_m,G_TD_m_min,G_TD_IP_m,G_TD_IP_m_pc,G_TD_IP_m_min,G_TD_OP_m,G_TD_OP_m_pc,G_TD_OP_m_min,matchPeriods,GameYN,NDs,sleep,muscleSoreness,pExertion,wellbeing,ACUTE_LOAD,CHRONIC_LOAD,SQUAD_LOAD,SQUAD_STAN_DEV
30/06/2014,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,3,8,15.90098881,0,0,0,0
01/07/2014,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.38,1,9,14.9294106,0,0,7,28
02/07/2014,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.66,4,2,14.5329157,0,0,13,47
03/07/2014,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7.54,4,6,12.93709126,0,0,13,47
04/07/2014,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.04,2,5,16.57994204,0,0,13,47
05/07/2014,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.83,1,2,12.91306611,0,0,13,47
06/07/2014,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4.11,9,9,14.03494316,0,0,13,47
07/07/2014,13,8,66,6640,842,471,774,99,229,27,1.3,11,42,100,0,0.4,0.4,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.27,4,3,14.8677775,110,27,64,77
08/07/2014,13,9,87,8513,831,508,881,153,324,27,1.7,24,83,100,0,0.6,0.6,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8.12,8,4,13.64657607,236,59,116,107
09/07/2014,13,10,0,0,0,0,0,0,0,0,0,24,83,100,0,0.6,0.6,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6.74,4,6,15.30121653,236,59,118,108
10/07/2014,13,11,94,8600,385,195,934,145,464,27,1.5,38,102,100,0,0.8,0.7,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4.96,7,1,11.24192093,369,92,188,171
11/07/2014,13,12,87,8285,281,24,932,137,341,25,1.5,51,116,100,0,1.1,0.9,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6.63,9,5,12.77870963,503,125,252,232
12/07/2014,13,13,0,0,0,0,0,0,0,0,0,51,116,79,0,1.1,0.9,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7.14,9,3,15.52696489,503,125,252,232
13/07/2014,13,14,79,6811,56,11,809,142,215,25,1.8,62,119,61,0.3,1.4,0.9,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5.98,8,9,12.88496529,618,154,306,281
14/07/2014,13,15,82,6420,42,0,795,136,221,23,1.7,72,121,67,0.3,1.4,0.7,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5.91,9,8,12.52237283,621,183,302,281
15/07/2014,13,16,90,9719,228,60,1067,93,395,28,0.9,88,132,57,0.2,1.4,0.9,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6.93,5,1,14.50125704,648,221,293,281
16/07/2014,13,17,0,0,0,0,0,0,0,0,0,88,132,42,0.1,1.4,0.9,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6.63,6,1,14.80442344,648,221,286,283
17/07/2014,13,18,90,6234,0,0,773,151,232,21,2,98,132,48,0.1,1.4,0.7,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6.7,9,8,9.031535331,625,248,266,268
18/07/2014,13,19,49,4147,0,0,524,73,104,20,1.4,105,132,41,0.1,1.3,0.6,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6.14,9,8,9.862842161,566,267,232,243
19/07/2014,13,20,0,0,0,0,0,0,0,0,0,105,132,31,0.1,1.3,0.6,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6.05,6,6,14.38126414,566,267,232,243
20/07/2014,13,21,0,0,0,0,0,0,0,0,0,105,132,16,0,1,0.5,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7.85,3,7,9.483964646,451,267,178,191
