date,ID,Day,T_T_TIME,T_TOTAL_DISTANCE,T_HIGH_INTENSITY_DISTANCE,T_SPRINT_DISTANCE,T_PLAYER_LOAD,T_HEART_RATE_EXERTION,T_ACC_DEC_LOAD,T_PEAK_SPEED,T_HRE_PL_LOAD,T_VOLUME_STATUS,T_INTENSITY_STATUS,T_VOLUME_RATIO,T_INTENSITY_RATIO,T_MONOTONY_VOLUME,T_MONOTONY_INTENSITY,Game,Result,Game_and_Result,Scorers,G_HI_IP_m,G_HI_IP_m_pc,G_HI_IP_m_min,G_HI_OP_m,G_HI_OP_m_pc,G_HI_OP_m_min,G_HID_m,G_HID_m_min,G_IP_mins,G_MINS,G_OP_mins,G_SPR_m,G_SPR_m_min,G_TD_m,G_TD_m_min,G_TD_IP_m,G_TD_IP_m_pc,G_TD_IP_m_min,G_TD_OP_m,G_TD_OP_m_pc,G_TD_OP_m_min,matchPeriods,GameYN,NDs,sleep,muscleSoreness,pExertion,wellbeing,ACUTE_LOAD,CHRONIC_LOAD,SQUAD_LOAD,SQUAD_STAN_DEV
30/06/2014,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,29.3,0.6,1.5,163,3.1,7.4,192.2,0,19,64,22,118.9,0,7573.3,0,2500.7,52.1,131.6,3630.2,69.8,165,0,0,0,5.44,8,4,11.37103129,0,0,0,0
01/07/2014,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,29.3,0.6,1.5,163,3.1,7.4,192.2,0,19,64,22,118.9,0,7573.3,0,2500.7,52.1,131.6,3630.2,69.8,165,0,0,1,5.74,2,5,14.30495935,0,0,7,28
02/07/2014,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,29.3,0.6,1.5,163,3.1,7.4,192.2,0,19,64,22,118.9,0,7573.3,0,2500.7,52.1,131.6,3630.2,69.8,165,0,0,2,6.78,1,3,13.62661537,0,0,13,47
03/07/2014,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,29.3,0.6,1.5,163,3.1,7.4,192.2,0,19,64,22,118.9,0,7573.3,0,2500.7,52.1,131.6,3630.2,69.8,165,0,0,3,6.23,2,4,13.03499495,0,0,13,47
04/07/2014,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,29.3,0.6,1.5,163,3.1,7.4,192.2,0,19,64,22,118.9,0,7573.3,0,2500.7,52.1,131.6,3630.2,69.8,165,0,0,4,4.93,3,8,13.71584775,0,0,13,47
05/07/2014,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,29.3,0.6,1.5,163,3.1,7.4,192.2,0,19,64,22,118.9,0,7573.3,0,2500.7,52.1,131.6,3630.2,69.8,165,0,0,5,6.93,8,5,16.75388456,0,0,13,47
06/07/2014,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,29.3,0.6,1.5,163,3.1,7.4,192.2,0,19,64,22,118.9,0,7573.3,0,2500.7,52.1,131.6,3630.2,69.8,165,0,0,6,6.13,4,1,14.71836668,0,0,13,47
07/07/2014,8,8,66,6492,1044,636,877,185,286,28,2.1,10,35,100,0,0.4,0.4,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,29.3,0.6,1.5,163,3.1,7.4,192.2,0,19,64,22,118.9,0,7573.3,0,2500.7,52.1,131.6,3630.2,69.8,165,0,0,7,6.52,1,9,13.03677177,125,31,64,77
08/07/2014,8,9,87,8511,1006,664,1054,274,419,28,2.6,23,69,100,0,0.6,0.6,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,29.3,0.6,1.5,163,3.1,7.4,192.2,0,19,64,22,118.9,0,7573.3,0,2500.7,52.1,131.6,3630.2,69.8,165,0,0,8,6,1,1,13.40085256,275,68,116,107
09/07/2014,8,10,0,0,0,0,0,0,0,0,0,23,69,100,0,0.6,0.6,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,29.3,0.6,1.5,163,3.1,7.4,192.2,0,19,64,22,118.9,0,7573.3,0,2500.7,52.1,131.6,3630.2,69.8,165,0,0,9,5.62,1,5,17.66069955,275,68,118,108
10/07/2014,8,11,94,8095,489,340,1143,281,543,29,2.5,35,85,100,0,0.8,0.7,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,29.3,0.6,1.5,163,3.1,7.4,192.2,0,19,64,22,118.9,0,7573.3,0,2500.7,52.1,131.6,3630.2,69.8,165,0,0,10,5.91,7,5,11.02837946,439,109,188,171
11/07/2014,8,12,87,7901,338,50,1077,248,394,26,2.3,47,96,100,0,1.1,0.9,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,29.3,0.6,1.5,163,3.1,7.4,192.2,0,19,64,22,118.9,0,7573.3,0,2500.7,52.1,131.6,3630.2,69.8,165,0,0,11,6.2,3,4,13.82204915,593,148,252,232
12/07/2014,8,13,0,0,0,0,0,0,0,0,0,47,96,79,0,1.1,0.9,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,29.3,0.6,1.5,163,3.1,7.4,192.2,0,19,64,22,118.9,0,7573.3,0,2500.7,52.1,131.6,3630.2,69.8,165,0,0,12,5.81,7,4,12.15054422,593,148,252,232
