AJ Hammons,1478008320,1070,0,0,0,87,0,0,0,0
AJ Hammons,1478008320,0,647,0,0,99,0,0,0,0
AJ Hammons,1478018880,0,0,324,0,100,0,0,0,0
AJ Hammons,1478023393,0,0,0,97,35,0,0,0,0
