Justin Anderson,1478008320,498,0,0,0,36,0,0,0,0
Justin Anderson,1478008320,0,151,0,0,17,0,0,0,0
Justin Anderson,1478018880,0,0,340,0,100,0,0,0,0
Justin Anderson,1478023393,0,0,0,6,8,0,0,0,0
