Seth Curry,1478008320,782,0,0,0,61,0,0,0,0
Seth Curry,1478008320,0,413,0,0,57,0,0,0,0
Seth Curry,1478018880,0,0,362,0,99,0,0,0,0
Seth Curry,1478023393,0,0,0,6,21,0,0,0,0
