Dwight Powell,1478008320,1137,0,0,0,78,0,0,0,0
Dwight Powell,1478008320,0,647,0,0,79,0,0,0,0
Dwight Powell,1478018880,0,0,371,0,99,0,0,0,0
Dwight Powell,1478023393,0,0,0,117,46,0,0,0,0
