date,ID,Day,T_T_TIME,T_TOTAL_DISTANCE,T_HIGH_INTENSITY_DISTANCE,T_SPRINT_DISTANCE,T_PLAYER_LOAD,T_HEART_RATE_EXERTION,T_ACC_DEC_LOAD,T_PEAK_SPEED,T_HRE_PL_LOAD,T_VOLUME_STATUS,T_INTENSITY_STATUS,T_VOLUME_RATIO,T_INTENSITY_RATIO,T_MONOTONY_VOLUME,T_MONOTONY_INTENSITY,Game,Result,Game_and_Result,Scorers,G_HI_IP_m,G_HI_IP_m_pc,G_HI_IP_m_min,G_HI_OP_m,G_HI_OP_m_pc,G_HI_OP_m_min,G_HID_m,G_HID_m_min,G_IP_mins,G_MINS,G_OP_mins,G_SPR_m,G_SPR_m_min,G_TD_m,G_TD_m_min,G_TD_IP_m,G_TD_IP_m_pc,G_TD_IP_m_min,G_TD_OP_m,G_TD_OP_m_pc,G_TD_OP_m_min,matchPeriods,GameYN,NDs,sleep,muscleSoreness,pExertion,wellbeing,ACUTE_LOAD,CHRONIC_LOAD,SQUAD_LOAD
19/07/2014,14,20,0,0,0,0,0,0,0,0,0,93,126,31,0.1,1.3,0.7,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,19,5.69,5,9,13.57845166,598,287,232
20/07/2014,14,21,0,0,0,0,0,0,0,0,0,93,126,15,0,0.9,0.5,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,20,6.97,7,2,12.46090939,473,287,178
21/07/2014,14,22,90,6500,250,100,650,140,300,28,2.2,92,100,24,0.1,0.9,0.7,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,21,6.37,8,7,12.83817793,454,311,181
22/07/2014,14,23,68,10571,163,64,1021,97,431,27,1,94,72,29,0.2,1,0.7,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,22,5.76,5,7,14.35156711,424,347,194
23/07/2014,14,24,0,0,0,0,0,0,0,0,0,94,72,23,0.2,1,0.7,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,23,7.83,6,4,16.483256,424,347,194
24/07/2014,14,25,83,8351,186,52,968,83,540,28,0.9,92,57,35,0.3,1,0.9,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,24,7.17,3,9,9.629717192,447,382,194
25/07/2014,14,26,78,5764,113,71,670,78,284,28,1.2,88,49,45,0.4,1,1,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,25,7.75,6,3,11.37294946,472,406,221
26/07/2014,14,27,60,6343,343,140,697,98,221,28,1.4,96,59,41,0.4,1.3,1.2,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,26,5.25,6,7,9.890893613,572,430,277
27/07/2014,14,28,0,0,0,0,0,0,0,0,0,86,46,30,0.4,1.3,1.2,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,27,5.52,4,5,13.95366025,572,430,277
28/07/2014,14,29,0,0,0,0,0,0,0,0,0,77,44,34,0.4,1,0.9,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,28,4.71,8,2,7.295839589,479,430,226
29/07/2014,14,30,87,3945,116,35,438,88,161,26,2,67,37,31,0.5,1,0.9,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,29,6.38,2,8,16.6767912,396,446,207
30/07/2014,14,31,81,6603,341,84,771,132,652,27,1.7,75,47,29,0.5,1.3,1.1,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,30,5.45,7,8,12.3148636,506,474,278
31/07/2014,14,32,0,0,0,0,0,0,0,0,0,67,46,20,0.3,1,0.9,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,31,6.67,7,6,14.38218434,368,474,233
01/08/2014,14,33,71,4882,105,40,573,71,272,28,1.2,67,47,29,0.3,1,0.8,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,32,7.03,8,8,12.18942343,354,494,226
02/08/2014,14,34,67,8375,268,134,838,0,335,28,0,78,55,39,0.4,1,0.9,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,33,5.66,2,8,13.53239664,374,524,228
03/08/2014,14,35,46,5750,184,92,575,0,230,28,0,85,61,38,0.4,1.3,1.1,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,34,6.74,8,8,11.38498532,456,545,285
04/08/2014,14,36,0,0,0,0,0,0,0,0,0,77,53,31,0.3,1.3,1.1,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,35,5.7,3,5,14.80441098,456,518,309
05/08/2014,14,37,64,8634,80,27,996,95,386,27,1,75,51,47,0.4,1.4,1.1,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,36,4.24,5,2,12.91599056,536,519,332
06/08/2014,14,38,0,0,0,0,0,0,0,0,0,75,51,39,0.3,1,0.9,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,37,5.78,6,6,15.63086989,426,519,263
07/08/2014,14,39,0,0,0,0,0,0,0,0,0,64,46,29,0.2,1,0.9,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,38,6.04,7,1,10.12828259,426,478,270
08/08/2014,14,40,86,6529,181,17,818,87,470,25,1.1,65,48,30,0.2,1,0.9,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,39,5.63,2,8,14.20571906,461,471,307
09/08/2014,14,41,74,5093,162,98,595,74,0,31,1.3,63,42,41,0.3,1,1,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,40,5.59,8,3,11.81373833,426,492,311
10/08/2014,14,42,58,8028,309,112,0,0,0,31,0,74,51,34,0.4,1,0.9,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,41,6.59,9,9,14.61288559,344,461,253
11/08/2014,14,43,0,0,0,0,0,0,0,0,0,74,51,34,0.4,1,0.9,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,42,5.88,4,2,11.19168433,344,433,234
12/08/2014,14,44,80,5760,37,0,647,81,205,22,1.3,76,49,43,0.4,1,0.8,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,43,6.5,8,9,12.80293643,294,412,239
13/08/2014,14,45,96,7542,420,146,897,146,570,27,1.6,77,51,44,0.5,1.4,1,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,44,3.79,4,7,13.73759594,422,444,332
14/08/2014,14,46,0,0,0,0,0,0,0,0,0,77,51,35,0.4,1.4,1,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,45,7,4,3,10.60723403,422,416,320
15/08/2014,14,47,81,6345,162,103,728,126,267,28,1.7,79,53,32,0.3,1.4,1,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,46,4.58,6,7,13.3650447,409,424,308
16/08/2014,14,48,62,4350,46,6,457,63,164,24,1.4,74,46,41,0.4,1.4,0.8,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,0,47,4.48,1,7,14.76309094,389,440,293
17/08/2014,14,49,96,12244,605,200,0,0,0,32,0,82,59,47,0.6,1.2,0.8,MANCHESTER CITY_H_League,L 0-2,MANCHESTER CITY_H_League L 0-2,,176.6,3.7,6.1,416.9,8,13,604.5,6.3,29,96,32,200.2,2.1,12243.8,127.5,4221.8,88,145.6,5472.9,105.2,171,0,1,48,6.11,8,1,11.54274244,389,440,293
18/08/2014,14,50,0,0,0,0,0,0,0,0,0,82,59,36,0.4,1.2,0.8,ASTON VILLA_A_League,D 0-0,ASTON VILLA_A_League D 0-0,,204.2,3.5,6.4,517.3,12.6,23.5,743.4,7.8,32,95,22,330.8,3.5,11552.8,121.6,4655.6,78.9,145.5,3918.2,95.6,178.1,1,0,0,4.84,1,4,17.69627634,389,417,315
19/08/2014,14,51,69,5703,19,0,650,103,292,24,1.6,78,57,47,0.4,1.2,0.7,ASTON VILLA_A_League,D 0-0,ASTON VILLA_A_League D 0-0,,204.2,3.5,6.4,517.3,12.6,23.5,743.4,7.8,32,95,22,330.8,3.5,11552.8,121.6,4655.6,78.9,145.5,3918.2,95.6,178.1,1,0,1,8.86,5,7,11.69178399,390,404,291
20/08/2014,14,52,0,0,0,0,0,0,0,0,0,78,57,36,0.3,0.9,0.5,ASTON VILLA_A_League,D 0-0,ASTON VILLA_A_League D 0-0,,204.2,3.5,6.4,517.3,12.6,23.5,743.4,7.8,32,95,22,330.8,3.5,11552.8,121.6,4655.6,78.9,145.5,3918.2,95.6,178.1,1,0,2,7,8,3,10.88242644,262,404,196
21/08/2014,14,53,94,7439,313,165,791,152,352,29,1.9,88,66,37,0.4,1.2,0.7,ASTON VILLA_A_League,D 0-0,ASTON VILLA_A_League D 0-0,,204.2,3.5,6.4,517.3,12.6,23.5,743.4,7.8,32,95,22,330.8,3.5,11552.8,121.6,4655.6,78.9,145.5,3918.2,95.6,178.1,1,0,3,6.97,9,5,11.73511211,375,397,275
22/08/2014,14,54,63,3753,95,17,457,90,179,25,2,84,64,25,0.2,1.1,0.7,ASTON VILLA_A_League,D 0-0,ASTON VILLA_A_League D 0-0,,204.2,3.5,6.4,517.3,12.6,23.5,743.4,7.8,32,95,22,330.8,3.5,11552.8,121.6,4655.6,78.9,145.5,3918.2,95.6,178.1,1,0,4,6.85,1,5,14.23493174,336,390,249
23/08/2014,14,55,95,11553,743,331,0,0,0,30,0,93,81,39,0.4,1.2,0.8,ASTON VILLA_A_League,D 0-0,ASTON VILLA_A_League D 0-0,,204.2,3.5,6.4,517.3,12.6,23.5,743.4,7.8,32,95,22,330.8,3.5,11552.8,121.6,4655.6,78.9,145.5,3918.2,95.6,178.1,1,1,5,5.06,4,8,12.90146684,271,365,204
24/08/2014,14,56,0,0,0,0,0,0,0,0,0,82,72,35,0.5,0.9,0.6,CRYSTAL PALACE_H_League,D 3-3,CRYSTAL PALACE_H_League D 3-3,Janmaat 37; Aarons 72; Williamson 87,85.6,1.4,2.7,369.4,9.5,18.5,507.3,5.1,32,99,20,220.5,2.2,11770.8,118.9,4530.4,74.3,141.6,3550.2,91,177.5,2,0,0,4.93,3,9,11.61996849,271,365,217
25/08/2014,14,57,0,0,0,0,0,0,0,0,0,82,72,35,0.5,0.9,0.6,CRYSTAL PALACE_H_League,D 3-3,CRYSTAL PALACE_H_League D 3-3,Janmaat 37; Aarons 72; Williamson 87,85.6,1.4,2.7,369.4,9.5,18.5,507.3,5.1,32,99,20,220.5,2.2,11770.8,118.9,4530.4,74.3,141.6,3550.2,91,177.5,2,0,1,4.73,7,2,11.37192264,271,365,245
26/08/2014,14,58,0,0,0,0,0,0,0,0,0,75,71,26,0.3,0.7,0.6,CRYSTAL PALACE_H_League,D 3-3,CRYSTAL PALACE_H_League D 3-3,Janmaat 37; Aarons 72; Williamson 87,85.6,1.4,2.7,369.4,9.5,18.5,507.3,5.1,32,99,20,220.5,2.2,11770.8,118.9,4530.4,74.3,141.6,3550.2,91,177.5,2,0,2,7.91,5,1,18.12936241,178,349,195
27/08/2014,14,59,0,0,0,0,0,0,0,0,0,65,58,22,0.4,0.7,0.6,CRYSTAL PALACE_H_League,D 3-3,CRYSTAL PALACE_H_League D 3-3,Janmaat 37; Aarons 72; Williamson 87,85.6,1.4,2.7,369.4,9.5,18.5,507.3,5.1,32,99,20,220.5,2.2,11770.8,118.9,4530.4,74.3,141.6,3550.2,91,177.5,2,0,3,5.87,7,4,14.22743621,178,322,208
28/08/2014,14,60,0,0,0,0,0,0,0,0,0,65,58,0,0,0.5,0.4,CRYSTAL PALACE_H_League,D 3-3,CRYSTAL PALACE_H_League D 3-3,Janmaat 37; Aarons 72; Williamson 87,85.6,1.4,2.7,369.4,9.5,18.5,507.3,5.1,32,99,20,220.5,2.2,11770.8,118.9,4530.4,74.3,141.6,3550.2,91,177.5,2,0,4,7.32,8,3,13.94813932,65,322,191
29/08/2014,14,61,87,5296,0,0,534,88,136,19,1.6,64,53,11,0,0.5,0.4,CRYSTAL PALACE_H_League,D 3-3,CRYSTAL PALACE_H_League D 3-3,Janmaat 37; Aarons 72; Williamson 87,85.6,1.4,2.7,369.4,9.5,18.5,507.3,5.1,32,99,20,220.5,2.2,11770.8,118.9,4530.4,74.3,141.6,3550.2,91,177.5,2,0,5,5.5,9,4,14.15636516,76,320,202
30/08/2014,14,62,99,11771,507,221,0,0,0,31,0,73,67,30,0.2,0.5,0.4,CRYSTAL PALACE_H_League,D 3-3,CRYSTAL PALACE_H_League D 3-3,Janmaat 37; Aarons 72; Williamson 87,85.6,1.4,2.7,369.4,9.5,18.5,507.3,5.1,32,99,20,220.5,2.2,11770.8,118.9,4530.4,74.3,141.6,3550.2,91,177.5,2,1,6,6.3,3,8,10.25014649,76,290,214
31/08/2014,14,63,0,0,0,0,0,0,0,0,0,58,49,37,0.3,0.5,0.4,SOUTHAMPTON_A_League,L 0-4,SOUTHAMPTON_A_League L 0-4,,180,3.5,5.5,304.2,6.3,10.1,505.2,5.3,33,96,30,198.2,2.1,12115.4,126.2,4710.3,90.6,142.7,4839.8,100.8,161.3,3,0,0,6.84,6,3,13.72268965,76,270,201
01/09/2014,14,64,20,700,0,0,0,0,0,16,0,59,49,38,0.3,0.6,0.4,SOUTHAMPTON_A_League,L 0-4,SOUTHAMPTON_A_League L 0-4,,180,3.5,5.5,304.2,6.3,10.1,505.2,5.3,33,96,30,198.2,2.1,12115.4,126.2,4710.3,90.6,142.7,4839.8,100.8,161.3,3,0,1,6.54,7,2,12.66656109,76,270,150
02/09/2014,14,65,0,0,0,0,0,0,0,0,0,52,49,44,0.3,0.6,0.4,SOUTHAMPTON_A_League,L 0-4,SOUTHAMPTON_A_League L 0-4,,180,3.5,5.5,304.2,6.3,10.1,505.2,5.3,33,96,30,198.2,2.1,12115.4,126.2,4710.3,90.6,142.7,4839.8,100.8,161.3,3,0,2,7.24,3,6,14.63719034,76,234,202
03/09/2014,14,66,0,0,0,0,0,0,0,0,0,52,49,31,0.3,0.6,0.4,SOUTHAMPTON_A_League,L 0-4,SOUTHAMPTON_A_League L 0-4,,180,3.5,5.5,304.2,6.3,10.1,505.2,5.3,33,96,30,198.2,2.1,12115.4,126.2,4710.3,90.6,142.7,4839.8,100.8,161.3,3,0,3,6.5,7,1,8.366704757,76,234,209
04/09/2014,14,67,0,0,0,0,0,0,0,0,0,42,39,2,0,0.6,0.4,SOUTHAMPTON_A_League,L 0-4,SOUTHAMPTON_A_League L 0-4,,180,3.5,5.5,304.2,6.3,10.1,505.2,5.3,33,96,30,198.2,2.1,12115.4,126.2,4710.3,90.6,142.7,4839.8,100.8,161.3,3,0,4,5.03,2,4,16.83984699,76,234,187
